被投企业名称 ,资讯标题,简要,发布日期,SENTIMENT,来源,详细资讯,BUSI_TYPE,被投企业id
中信银行股份有限公司合肥徽州大道支行,关于2021年预计为子公司融资额度提供担保的公告,"上述担保事项均授权董事长签署相关协议。
为控股子公司深圳市实丰科技有限公司（以下简称：实丰科技）与供应商三星(中国)投资有限公司（以下简称：三星(中国)）合作提供担保额度不超过10亿元人民币，授权董事长签署相关协议。
8、为中国供应链融资向金融机构申请授信额度不超过1.5亿元人民币（1.5亿元或等值美元，汇率按融资当天美元挂牌汇率折算），最终担保金额以授信银行实际审批结果为准；担保方式为信用担保。
9、为爱施德（香港）向金融机构申请融资质押担保额度不超过1亿元人民币（1亿元或等值美元，汇率按融资当天美元挂牌汇率折算），终担保金额以授信银行实际审批结果为准；担保方式为质押担保。
",2021/01/22 07:56,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-22/1209164566.PDF,VC,913401006836204197
中国工商银行股份有限公司总行营业部,关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-22/1209164564.PDF,VC,91110102801116169Y
中信银行股份有限公司,关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-22/1209164564.PDF,VC,91110000101690725E
中国工商银行,关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-22/1209164564.PDF,VR,9851441AFBE28E43E0532B89170AF414
中国工商银行股份有限公司总行投行部,关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-22/1209164564.PDF,VR,876AD13F60EB1CFAE0532B89170AC4E7
中国工商银行,关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-22/1209164564.PDF,VR,9851441AFBE08E43E0532B89170AF414
中国工商银行,关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-22/1209164564.PDF,VR,97A06DD5A8D36EB8E0532D89170AACAD
中国工商银行,关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-22/1209164564.PDF,VR,97A06DD5A8D16EB8E0532D89170AACAD
中国工商银行股份有限公司总行营业部,爱施德：关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/ca7d5058-aa1a-4d35-8392-366aa0dbf0d7.PDF,VC,91110102801116169Y
中信银行股份有限公司,爱施德：关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/ca7d5058-aa1a-4d35-8392-366aa0dbf0d7.PDF,VC,91110000101690725E
中国工商银行,爱施德：关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/ca7d5058-aa1a-4d35-8392-366aa0dbf0d7.PDF,VR,9851441AFBE28E43E0532B89170AF414
中国工商银行股份有限公司总行投行部,爱施德：关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/ca7d5058-aa1a-4d35-8392-366aa0dbf0d7.PDF,VR,876AD13F60EB1CFAE0532B89170AC4E7
中国工商银行,爱施德：关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/ca7d5058-aa1a-4d35-8392-366aa0dbf0d7.PDF,VR,9851441AFBE08E43E0532B89170AF414
中国工商银行,爱施德：关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/ca7d5058-aa1a-4d35-8392-366aa0dbf0d7.PDF,VR,97A06DD5A8D36EB8E0532D89170AACAD
中国工商银行,爱施德：关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/ca7d5058-aa1a-4d35-8392-366aa0dbf0d7.PDF,VR,97A06DD5A8D16EB8E0532D89170AACAD
招商银行股份有限公司,爱施德：关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/ca7d5058-aa1a-4d35-8392-366aa0dbf0d7.PDF,VC,9144030010001686XA
中国工商银行,爱施德：关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/ca7d5058-aa1a-4d35-8392-366aa0dbf0d7.PDF,VR,8EE06DB7AB6D4B77E0532D89170A6C67
中国光大银行股份有限公司,爱施德：关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/ca7d5058-aa1a-4d35-8392-366aa0dbf0d7.PDF,VC,91110000100011743X
中国工商银行股份有限公司,爱施德：关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/ca7d5058-aa1a-4d35-8392-366aa0dbf0d7.PDF,VC,91100000100003962T
中国工商银行股份有限公司合肥双岗支行,爱施德：关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/ca7d5058-aa1a-4d35-8392-366aa0dbf0d7.PDF,VC,91100000100003962T
中国民生银行股份有限公司,爱施德：关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/ca7d5058-aa1a-4d35-8392-366aa0dbf0d7.PDF,VC,91110000100018988F
招商银行股份有限公司,关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-22/1209164564.PDF,VC,9144030010001686XA
中国工商银行,关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-22/1209164564.PDF,VR,8EE06DB7AB6D4B77E0532D89170A6C67
中国光大银行股份有限公司,关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-22/1209164564.PDF,VC,91110000100011743X
中国工商银行股份有限公司,关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-22/1209164564.PDF,VC,91100000100003962T
中国工商银行股份有限公司合肥双岗支行,关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-22/1209164564.PDF,VC,91100000100003962T
中国民生银行股份有限公司,关于2021年向银行申请综合授信额度的公告,"本议案尚须提交股东大会以特别决议审议，并自股东大会审议通过之日起有效期为一年。
",2021/01/22 07:56,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-22/1209164564.PDF,VC,91110000100018988F
中国工商银行,爱施德：关于2021年预计为子公司融资额度提供担保的公告,"上述担保事项均授权董事长签署相关协议。
为控股子公司深圳市实丰科技有限公司（以下简称：实丰科技）与供应商三星(中国)投资有限公司（以下简称：三星(中国)）合作提供担保额度不超过10亿元人民币，授权董事长签署相关协议。
8、为中国供应链融资向金融机构申请授信额度不超过1.5亿元人民币（1.5亿元或等值美元，汇率按融资当天美元挂牌汇率折算），最终担保金额以授信银行实际审批结果为准；担保方式为信用担保。
9、为爱施德（香港）向金融机构申请融资质押担保额度不超过1亿元人民币（1亿元或等值美元，汇率按融资当天美元挂牌汇率折算），终担保金额以授信银行实际审批结果为准；担保方式为质押担保。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/8596ea74-fedb-405b-8794-09d0114abd6c.PDF,VR,8EE06DB7AB6D4B77E0532D89170A6C67
中国工商银行股份有限公司,爱施德：关于2021年预计为子公司融资额度提供担保的公告,"上述担保事项均授权董事长签署相关协议。
为控股子公司深圳市实丰科技有限公司（以下简称：实丰科技）与供应商三星(中国)投资有限公司（以下简称：三星(中国)）合作提供担保额度不超过10亿元人民币，授权董事长签署相关协议。
8、为中国供应链融资向金融机构申请授信额度不超过1.5亿元人民币（1.5亿元或等值美元，汇率按融资当天美元挂牌汇率折算），最终担保金额以授信银行实际审批结果为准；担保方式为信用担保。
9、为爱施德（香港）向金融机构申请融资质押担保额度不超过1亿元人民币（1亿元或等值美元，汇率按融资当天美元挂牌汇率折算），终担保金额以授信银行实际审批结果为准；担保方式为质押担保。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/8596ea74-fedb-405b-8794-09d0114abd6c.PDF,VC,91100000100003962T
中国工商银行股份有限公司合肥双岗支行,爱施德：关于2021年预计为子公司融资额度提供担保的公告,"上述担保事项均授权董事长签署相关协议。
为控股子公司深圳市实丰科技有限公司（以下简称：实丰科技）与供应商三星(中国)投资有限公司（以下简称：三星(中国)）合作提供担保额度不超过10亿元人民币，授权董事长签署相关协议。
8、为中国供应链融资向金融机构申请授信额度不超过1.5亿元人民币（1.5亿元或等值美元，汇率按融资当天美元挂牌汇率折算），最终担保金额以授信银行实际审批结果为准；担保方式为信用担保。
9、为爱施德（香港）向金融机构申请融资质押担保额度不超过1亿元人民币（1亿元或等值美元，汇率按融资当天美元挂牌汇率折算），终担保金额以授信银行实际审批结果为准；担保方式为质押担保。
",2021/01/22 07:56,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/8596ea74-fedb-405b-8794-09d0114abd6c.PDF,VC,91100000100003962T
比亚迪股份有限公司,快枪手，智己,"智己汽车日前公布了企业的发展节奏，给人的感觉如果用一个字形容的话，就是：快。
其次是资本市场的吸引力。
再者，从上汽集团自身发展的角度看，尽快进行企业转型也的确是迫在眉睫的事情。
和其他中高端电动汽车项目相比，智己汽车有何不同？
智己汽车采用了新型的决策机制，从产品体验的构想到品牌态度的表达，智己汽车都是由负责各个板块的主理人做决策。
",2021/01/22 07:56,负面信息,盖世汽车网,https://auto.gasgoo.com/news/202101/22I70239254C109.shtml,VC,91440300192317458F
北京金山云网络技术有限公司,美股周四：苹果涨3.7%，华尔街看好科技巨头财报,"美国时间周四，美股收盘主要股指涨跌不一，纳斯达克综合指数再创新高，投资者押注大型科技公司下周将公布强劲财报。
道琼斯指数收于31176.01点，下跌12.39点，跌幅0.04%，盘中早些时候曾创新高；标准普尔500指数收于3853.07点，上涨0.03%，再创历史新高；纳斯达克综合指数收于13530.91点，上涨0.55%，创历史新高。
电动汽车股涨跌不一，特斯拉下跌0.64%；蔚来上涨1.09%，小鹏上涨3.53%，理想下跌0.65%。
",2021/01/22 07:55,负面信息,网易,https://tech.163.com/21/0122/07/G0UA82FG00097U7T.html,VC,9111010857121431XA
工商银行投资部,工商银行：融资余额42.03亿元，创近一年新高（01-21）,"工商银行融资融券信息显示，2021年1月21日融资净买入1556.78万元；融资余额42.03亿元，创近一年新高，较前一日增加0.37%
",2021/01/22 07:55,正面信息,东方财富网,http://stock.eastmoney.com/a/202101221785199422.html,VR,169c9c90a2b3c6bf6f2b1334528a5f4b
比亚迪股份有限公司,喊出电动车取代燃油车后 比亚迪又将如何出招？,"中国汽车新闻网1月22日讯“近年来电动车的电池、电机、电控等技术越来越成熟，在加速、噪音、能耗、维修便利性、智能化和全生命周期成本等方面已全面超越了燃油车。”
受补贴退坡和特斯拉国产等诸多因素影响下，比亚迪乘用车在2020年的整体销量达到41.6万辆，相比上一年还是出现了明显的下滑走势。
首先在2021年伊始，比亚迪就发布了针对国内乘用车市场的全新品牌LOGO，旨在以更加开放的姿态与用户和伙伴彼此链接。
目前，基于汉打造的比亚迪e9已于2020年现身工信部申报名单，预计将在今年投放市场。
同时，电池业务也开启了进军欧洲的步伐。
",2021/01/22 07:54,中性信息,中国汽车新闻网,http://www.chinaautonews.com.cn/show-11-25863-1.html,VC,91440300192317458F
北京小桔科技有限公司,8点1氪｜微信iOS更新至8.0版本：表情会动，还能和好友同时“搬砖”；蚂蚁否认马云将阿里10%的股权无偿划转浙江省财政厅；2021年春节航空出行返乡旅客预计减少600万人次,"微信iOS更新至8.0版本：表情会动，还能和好友同时“搬砖”
从接近滴滴内部人士处获悉，滴滴城市运输与服务事业群今日发布内部邮件，宣布组织架构调整，赵辉和石东海分别担任货运和代驾事业部总经理。
36氪获悉，网易宣布正式投入视频领域，并计划投入10亿元现金支持创作者。
36氪获悉，昆仑万维集团消息，今日，Opera宣布，公司以约1000万美元的价格收购了GameMaker Studio 2游戏引擎的开发商YoYo Games。
据知情人士透露，在推出AR眼镜之前，苹果会首先推出一款VR头戴设备。
",2021/01/22 07:53,负面信息,36氪,https://36kr.com/p/1064430432380297,CR,9111010859963405XW
中国光大银行股份有限公司,智通港股早知道︱(1月22日)中概股在线教育板块隔夜大涨，留意新东方在线(01797)股价反弹,"2021年1月22日 07:43:18
1、隔夜美股截至收盘，道琼斯指数跌12.37点，跌幅0.04%，报31176.01点;标普500指数涨0.95点，涨幅0.02%，报3852.80点;纳斯达克综合指数涨73.67点，涨幅0.55%，报13530.92点。
4、元旦过后，国内稀土产品价格走势劲升，多品种月内涨幅超7%。
7、据中国再生资源回收利用协会数据，21日废纸价格指数升至2462元/吨，再创近期新高。
8、据集邦咨询调查显示，受惠于远距办公与教学的新生活常态，加上5G智能手机渗透率提升和相关基础建设需求强劲带动，2020年全球晶圆代工产能利用率满载。
",2021/01/22 07:49,负面信息,智通财经,https://www.zhitongcaijing.com/content/detail/398148.html,VC,91110000100011743X
比亚迪股份有限公司,智通港股早知道︱(1月22日)中概股在线教育板块隔夜大涨，留意新东方在线(01797)股价反弹,"2021年1月22日 07:43:18
1、隔夜美股截至收盘，道琼斯指数跌12.37点，跌幅0.04%，报31176.01点;标普500指数涨0.95点，涨幅0.02%，报3852.80点;纳斯达克综合指数涨73.67点，涨幅0.55%，报13530.92点。
4、元旦过后，国内稀土产品价格走势劲升，多品种月内涨幅超7%。
7、据中国再生资源回收利用协会数据，21日废纸价格指数升至2462元/吨，再创近期新高。
8、据集邦咨询调查显示，受惠于远距办公与教学的新生活常态，加上5G智能手机渗透率提升和相关基础建设需求强劲带动，2020年全球晶圆代工产能利用率满载。
",2021/01/22 07:49,负面信息,智通财经,https://www.zhitongcaijing.com/content/detail/398148.html,VC,91440300192317458F
天顺风能（苏州）股份有限公司,风电龙头预增最高翻1.6倍！机构给出今年目标更惊人,"金雷股份最新公告，预计全年实现净利润4.72亿至5.34亿，同比增长130%至160%，因风电市场装机增加、风电设备整体需求旺盛。
国家发改委近日表示，将从六方面发力实现碳达峰、碳中和中长期目标，其中包括加快光伏和风电发展，推动可再生能源替代化石能源。
有机构预测，2021年国内风电新增装机将保持35GW以上，乐观情形下有望实现45GW。
相关公司方面，风电 板块显示，金风科技：国内领军和全球领先的风电整体解决方案提供商，规模排名世界第三。
天顺风能：风塔制造领域全球龙头，风电全生命周期系列产品和解决方案提供商；从事风力发电塔架、风电叶片的生产和销售。
",2021/01/22 07:49,正面信息,巨丰财经,https://www.jfinfo.com/news/20210122/3516610,CR,913205007705113849
联想（北京）有限公司,智通港股早知道︱(1月22日)中概股在线教育板块隔夜大涨，留意新东方在线(01797)股价反弹,"2021年1月22日 07:43:18
1、隔夜美股截至收盘，道琼斯指数跌12.37点，跌幅0.04%，报31176.01点;标普500指数涨0.95点，涨幅0.02%，报3852.80点;纳斯达克综合指数涨73.67点，涨幅0.55%，报13530.92点。
4、元旦过后，国内稀土产品价格走势劲升，多品种月内涨幅超7%。
7、据中国再生资源回收利用协会数据，21日废纸价格指数升至2462元/吨，再创近期新高。
8、据集邦咨询调查显示，受惠于远距办公与教学的新生活常态，加上5G智能手机渗透率提升和相关基础建设需求强劲带动，2020年全球晶圆代工产能利用率满载。
",2021/01/22 07:49,负面信息,智通财经,https://www.zhitongcaijing.com/content/detail/398148.html,VC,91110108700000458B
华泰证券（上海）资产管理有限公司,"多券商年报预喜 股票质押式回购""雷点""仍在","每经记者 王砚丹 每经编辑 何剑岭
中金公司于2020年11月2日回归A股市场，目前是A股券商板块第一高价股。
如哈投股份(600864,股吧)近期披露的全资子公司江海证券2020年度未经审计财务数据显示，江海证券的营收实现了同比增长12.45%，但其净利润却逆势同比大幅下降43.2%。
从近期市场走势看，券商板块呈现“冰火两重天”的态势。
申港证券指出，当下证券板块属于周期属性，因为注册制改革尚未能够带来收入结构质变。
",2021/01/22 07:48,负面信息,和讯网,http://stock.hexun.com/2021-01-22/202876664.html,LP,91310000312590222J
国元证券股份有限公司,"多券商年报预喜 股票质押式回购""雷点""仍在","每经记者 王砚丹 每经编辑 何剑岭
中金公司于2020年11月2日回归A股市场，目前是A股券商板块第一高价股。
如哈投股份(600864,股吧)近期披露的全资子公司江海证券2020年度未经审计财务数据显示，江海证券的营收实现了同比增长12.45%，但其净利润却逆势同比大幅下降43.2%。
从近期市场走势看，券商板块呈现“冰火两重天”的态势。
申港证券指出，当下证券板块属于周期属性，因为注册制改革尚未能够带来收入结构质变。
",2021/01/22 07:48,负面信息,和讯网,http://stock.hexun.com/2021-01-22/202876664.html,VC,91340000731686376P
安信证券股份有限公司,安信证券：2021年“制造业回归”将是极大概率事件 建议重点关注军工、电子等,"证券时报网讯，安信证券指出，从当前内外部综合评估来看，2021年“制造业回归”将是极大概率事件。
2021年制造业资产周转率有望迎来持续性回升，成为ROE最为确定性的支撑力量。
高质量发展背景下“制造业回归”本质就是资产周转率的中长期提升。
在高质量发展阶段，对于质量的要求大于规模和速度，更加强调的是总资产管理的效率与效益。
建议重点关注：军工（航空装备、航天装备）、电子(半导体设备、消费电子设备）、电气设备（储能、输变电设备、电力电子及自动化），同时关注化工（钛白粉、有机硅）、计算机（专用计算机设备）、有色（铜、铝）、建材（玻纤、水泥）、家电（厨电）、资源品（煤炭、长材）、医药（化学原料药）。
",2021/01/22 07:48,正面信息,证券时报网,https://kuaixun.stcn.com/yb/202101/t20210122_2761249.html,VC,91440300792573957K
UBS,银行业新兴竞争对手迭起 银行家工资水涨船高,"随着银行业新入场竞争对手增加，银行家们的工资开始水涨船高。
",2021/01/22 07:47,正面信息,澳华财经在线,http://www.acbnews.com.au/industrynews/20210122-58848.html,VR,947CCB3EDC22F29DE0532B89170AB052
纳思达股份有限公司,Apex在埃及西部沙漠发现石油,"据阿拉伯贸易1月19日消息称，Apex国际能源公司宣布在位于埃及西部沙漠的东南Meleiha特许权（SEM）中发现新的石油。
这一发现是在距离最近的生产油田Zarif油田以西10公里的SEMZ-11X井完成的。
对Bahariya的测试结果显示，在没有水的情况下，最高的产量是每天2100桶石油。
Apex拥有SEM勘探特许权的100%开采权益，占地2534平方公里。
",2021/01/22 07:44,正面信息,中国石化新闻网,http://news.sinopecnews.com.cn/news/content/2021-01/22/content_1840243.htm,CR,914404001926372834
科大讯飞股份有限公司,北向资金单日净流入56.78亿！加仓这些板块,"北向资金单日净流入56.78亿！
统计数据显示，1月21日北向资金合计净流入56.78亿元。
",2021/01/22 07:42,负面信息,搜狐网,http://v2.sohu.com/a/446031096_100023965,VC,91340000711771143J
招商银行股份有限公司,北向资金单日净流入56.78亿！加仓这些板块,"北向资金单日净流入56.78亿！
统计数据显示，1月21日北向资金合计净流入56.78亿元。
",2021/01/22 07:42,负面信息,搜狐网,http://v2.sohu.com/a/446031096_100023965,VC,9144030010001686XA
比亚迪股份有限公司,北向资金单日净流入56.78亿！加仓这些板块,"北向资金单日净流入56.78亿！
统计数据显示，1月21日北向资金合计净流入56.78亿元。
",2021/01/22 07:42,负面信息,搜狐网,http://v2.sohu.com/a/446031096_100023965,VC,91440300192317458F
江苏恒瑞医药股份有限公司,北向资金单日净流入56.78亿！加仓这些板块,"北向资金单日净流入56.78亿！
统计数据显示，1月21日北向资金合计净流入56.78亿元。
",2021/01/22 07:42,负面信息,搜狐网,http://v2.sohu.com/a/446031096_100023965,VC,9132070070404786XB
西藏信托有限公司,鹏都农牧股份有限公司,"一、本次股份协议转让的基本情况
具体内容详见公司于2021年1月9日披露于《中国证券报》、《证券时报》、《证券日报》、《上海证券报》和巨潮资讯网（www.cninfo.com.cn）的《关于控股股东权益变动的提示性公告》及披露于巨潮资讯网（www.cninfo.com.cn）的《简式权益变动报告书》。
2、本次协议转让完成前，西藏信托有限公司-西藏信托-云峰13号单一资金信托未持有公司股份。
",2021/01/22 07:42,中性信息,搜狐网,https://www.sohu.com/a/446025897_120988533,VC,915400002196618159
平安银行股份有限公司合肥黄山路支行,深圳市汇顶科技股份有限公司关于使用闲置自有资金进行现金管理的进展公告,"重要内容提示：
通过选择适当的时机，阶段性购买安全性高、流动性好、低风险的金融机构现金管理类产品，提高公司资金使用效率，获得一定的投资收益，为公司股东谋取更多的投资回报。
1、在确保不影响公司正常生产经营的基础上，根据公司闲置自有资金情况，针对现金管理类产品的安全性、期限和收益情况选择合适的投资标的。
2、建立台账对购买的产品进行管理，及时分析和跟踪产品的进展情况，如评估发现可能存在影响公司资金安全的情况，将及时采取措施，控制投资风险。
3、公司独立董事、监事会有权对资金使用情况进行监督和检查，必要时可以聘请专业机构进行审计。
",2021/01/22 07:41,中性信息,搜狐网,https://www.sohu.com/a/446026288_120988533,VC,91340104MA2R03417A
工商银行投资部,深圳市汇顶科技股份有限公司关于使用闲置自有资金进行现金管理的进展公告,"重要内容提示：
通过选择适当的时机，阶段性购买安全性高、流动性好、低风险的金融机构现金管理类产品，提高公司资金使用效率，获得一定的投资收益，为公司股东谋取更多的投资回报。
1、在确保不影响公司正常生产经营的基础上，根据公司闲置自有资金情况，针对现金管理类产品的安全性、期限和收益情况选择合适的投资标的。
2、建立台账对购买的产品进行管理，及时分析和跟踪产品的进展情况，如评估发现可能存在影响公司资金安全的情况，将及时采取措施，控制投资风险。
3、公司独立董事、监事会有权对资金使用情况进行监督和检查，必要时可以聘请专业机构进行审计。
",2021/01/22 07:41,中性信息,搜狐网,https://www.sohu.com/a/446026288_120988533,VR,169c9c90a2b3c6bf6f2b1334528a5f4b
中国工商银行股份有限公司总行营业部,深圳市汇顶科技股份有限公司关于使用闲置自有资金进行现金管理的进展公告,"重要内容提示：
通过选择适当的时机，阶段性购买安全性高、流动性好、低风险的金融机构现金管理类产品，提高公司资金使用效率，获得一定的投资收益，为公司股东谋取更多的投资回报。
1、在确保不影响公司正常生产经营的基础上，根据公司闲置自有资金情况，针对现金管理类产品的安全性、期限和收益情况选择合适的投资标的。
2、建立台账对购买的产品进行管理，及时分析和跟踪产品的进展情况，如评估发现可能存在影响公司资金安全的情况，将及时采取措施，控制投资风险。
3、公司独立董事、监事会有权对资金使用情况进行监督和检查，必要时可以聘请专业机构进行审计。
",2021/01/22 07:41,中性信息,搜狐网,https://www.sohu.com/a/446026288_120988533,VC,91110102801116169Y
中国工商银行,深圳市汇顶科技股份有限公司关于使用闲置自有资金进行现金管理的进展公告,"重要内容提示：
通过选择适当的时机，阶段性购买安全性高、流动性好、低风险的金融机构现金管理类产品，提高公司资金使用效率，获得一定的投资收益，为公司股东谋取更多的投资回报。
1、在确保不影响公司正常生产经营的基础上，根据公司闲置自有资金情况，针对现金管理类产品的安全性、期限和收益情况选择合适的投资标的。
2、建立台账对购买的产品进行管理，及时分析和跟踪产品的进展情况，如评估发现可能存在影响公司资金安全的情况，将及时采取措施，控制投资风险。
3、公司独立董事、监事会有权对资金使用情况进行监督和检查，必要时可以聘请专业机构进行审计。
",2021/01/22 07:41,中性信息,搜狐网,https://www.sohu.com/a/446026288_120988533,VR,9851441AFBE28E43E0532B89170AF414
中国工商银行股份有限公司总行投行部,深圳市汇顶科技股份有限公司关于使用闲置自有资金进行现金管理的进展公告,"重要内容提示：
通过选择适当的时机，阶段性购买安全性高、流动性好、低风险的金融机构现金管理类产品，提高公司资金使用效率，获得一定的投资收益，为公司股东谋取更多的投资回报。
1、在确保不影响公司正常生产经营的基础上，根据公司闲置自有资金情况，针对现金管理类产品的安全性、期限和收益情况选择合适的投资标的。
2、建立台账对购买的产品进行管理，及时分析和跟踪产品的进展情况，如评估发现可能存在影响公司资金安全的情况，将及时采取措施，控制投资风险。
3、公司独立董事、监事会有权对资金使用情况进行监督和检查，必要时可以聘请专业机构进行审计。
",2021/01/22 07:41,中性信息,搜狐网,https://www.sohu.com/a/446026288_120988533,VR,876AD13F60EB1CFAE0532B89170AC4E7
中国工商银行股份有限公司合肥双岗支行,深圳市汇顶科技股份有限公司关于使用闲置自有资金进行现金管理的进展公告,"重要内容提示：
通过选择适当的时机，阶段性购买安全性高、流动性好、低风险的金融机构现金管理类产品，提高公司资金使用效率，获得一定的投资收益，为公司股东谋取更多的投资回报。
1、在确保不影响公司正常生产经营的基础上，根据公司闲置自有资金情况，针对现金管理类产品的安全性、期限和收益情况选择合适的投资标的。
2、建立台账对购买的产品进行管理，及时分析和跟踪产品的进展情况，如评估发现可能存在影响公司资金安全的情况，将及时采取措施，控制投资风险。
3、公司独立董事、监事会有权对资金使用情况进行监督和检查，必要时可以聘请专业机构进行审计。
",2021/01/22 07:41,中性信息,搜狐网,https://www.sohu.com/a/446026288_120988533,VC,91100000100003962T
